=== DANH SÁCH LUẬT KẾT HỢP (MinConf = 0.6) ===
29 -> 5 : sup = 2964.00, conf = 0.93, lift = 0.00
7 -> 29 40 52 62 : sup = 2907.00, conf = 0.95, lift = 0.00
52 -> 7 29 40 62 : sup = 2907.00, conf = 0.91, lift = 0.00
7 29 58 60 -> 36 : sup = 2926.00, conf = 0.97, lift = 0.00
29 36 58 60 -> 7 : sup = 2926.00, conf = 0.96, lift = 0.00
7 29 36 60 -> 58 : sup = 2926.00, conf = 1.00, lift = 0.00
7 29 36 58 -> 60 : sup = 2926.00, conf = 0.98, lift = 0.00
7 36 58 60 -> 29 : sup = 2926.00, conf = 1.00, lift = 0.00
29 58 60 -> 7 36 : sup = 2926.00, conf = 0.93, lift = 0.00
7 29 60 -> 36 58 : sup = 2926.00, conf = 0.97, lift = 0.00
7 29 58 -> 36 60 : sup = 2926.00, conf = 0.95, lift = 0.00
7 58 60 -> 29 36 : sup = 2926.00, conf = 0.97, lift = 0.00
29 36 60 -> 7 58 : sup = 2926.00, conf = 0.96, lift = 0.00
29 36 58 -> 7 60 : sup = 2926.00, conf = 0.95, lift = 0.00
36 58 60 -> 7 29 : sup = 2926.00, conf = 0.96, lift = 0.00
7 29 36 -> 58 60 : sup = 2926.00, conf = 0.98, lift = 0.00
7 36 60 -> 29 58 : sup = 2926.00, conf = 1.00, lift = 0.00
7 36 58 -> 29 60 : sup = 2926.00, conf = 0.98, lift = 0.00
29 60 -> 7 36 58 : sup = 2926.00, conf = 0.93, lift = 0.00
29 58 -> 7 36 60 : sup = 2926.00, conf = 0.92, lift = 0.00
58 60 -> 7 29 36 : sup = 2926.00, conf = 0.93, lift = 0.00
7 29 -> 36 58 60 : sup = 2926.00, conf = 0.95, lift = 0.00
7 60 -> 29 36 58 : sup = 2926.00, conf = 0.97, lift = 0.00
7 58 -> 29 36 60 : sup = 2926.00, conf = 0.95, lift = 0.00
29 36 -> 7 58 60 : sup = 2926.00, conf = 0.95, lift = 0.00
36 60 -> 7 29 58 : sup = 2926.00, conf = 0.96, lift = 0.00
36 58 -> 7 29 60 : sup = 2926.00, conf = 0.94, lift = 0.00
7 36 -> 29 58 60 : sup = 2926.00, conf = 0.98, lift = 0.00
29 -> 7 36 58 60 : sup = 2926.00, conf = 0.92, lift = 0.00
60 -> 7 29 36 58 : sup = 2926.00, conf = 0.93, lift = 0.00
58 -> 7 29 36 60 : sup = 2926.00, conf = 0.92, lift = 0.00
7 -> 29 36 58 60 : sup = 2926.00, conf = 0.95, lift = 0.00
36 -> 7 29 58 60 : sup = 2926.00, conf = 0.94, lift = 0.00
29 40 56 58 -> 7 : sup = 2886.00, conf = 0.97, lift = 0.00
7 29 56 58 -> 40 : sup = 2886.00, conf = 0.99, lift = 0.00
7 29 40 58 -> 56 : sup = 2886.00, conf = 0.95, lift = 0.00
7 29 40 56 -> 58 : sup = 2886.00, conf = 1.00, lift = 0.00
7 40 56 58 -> 29 : sup = 2886.00, conf = 1.00, lift = 0.00
29 56 58 -> 7 40 : sup = 2886.00, conf = 0.96, lift = 0.00
29 40 58 -> 7 56 : sup = 2886.00, conf = 0.92, lift = 0.00
29 40 56 -> 7 58 : sup = 2886.00, conf = 0.97, lift = 0.00
40 56 58 -> 7 29 : sup = 2886.00, conf = 0.96, lift = 0.00
7 29 58 -> 40 56 : sup = 2886.00, conf = 0.94, lift = 0.00
7 29 56 -> 40 58 : sup = 2886.00, conf = 0.99, lift = 0.00
7 56 58 -> 29 40 : sup = 2886.00, conf = 0.99, lift = 0.00
7 29 40 -> 56 58 : sup = 2886.00, conf = 0.95, lift = 0.00
7 40 58 -> 29 56 : sup = 2886.00, conf = 0.95, lift = 0.00
7 40 56 -> 29 58 : sup = 2886.00, conf = 1.00, lift = 0.00
29 58 -> 7 40 56 : sup = 2886.00, conf = 0.91, lift = 0.00
29 56 -> 7 40 58 : sup = 2886.00, conf = 0.96, lift = 0.00
56 58 -> 7 29 40 : sup = 2886.00, conf = 0.96, lift = 0.00
29 40 -> 7 56 58 : sup = 2886.00, conf = 0.91, lift = 0.00
40 58 -> 7 29 56 : sup = 2886.00, conf = 0.91, lift = 0.00
40 56 -> 7 29 58 : sup = 2886.00, conf = 0.96, lift = 0.00
7 29 -> 40 56 58 : sup = 2886.00, conf = 0.94, lift = 0.00
7 58 -> 29 40 56 : sup = 2886.00, conf = 0.94, lift = 0.00
7 56 -> 29 40 58 : sup = 2886.00, conf = 0.99, lift = 0.00
7 40 -> 29 56 58 : sup = 2886.00, conf = 0.95, lift = 0.00
29 -> 7 40 56 58 : sup = 2886.00, conf = 0.91, lift = 0.00
58 -> 7 29 40 56 : sup = 2886.00, conf = 0.90, lift = 0.00
56 -> 7 29 40 58 : sup = 2886.00, conf = 0.96, lift = 0.00
40 -> 7 29 56 58 : sup = 2886.00, conf = 0.91, lift = 0.00
7 -> 29 40 56 58 : sup = 2886.00, conf = 0.94, lift = 0.00
29 36 60 -> 66 : sup = 2916.00, conf = 0.96, lift = 0.00
29 60 66 -> 36 : sup = 2916.00, conf = 0.97, lift = 0.00
29 36 66 -> 60 : sup = 2916.00, conf = 1.00, lift = 0.00
36 60 66 -> 29 : sup = 2916.00, conf = 1.00, lift = 0.00
29 60 -> 36 66 : sup = 2916.00, conf = 0.93, lift = 0.00
29 36 -> 60 66 : sup = 2916.00, conf = 0.95, lift = 0.00
36 60 -> 29 66 : sup = 2916.00, conf = 0.96, lift = 0.00
29 66 -> 36 60 : sup = 2916.00, conf = 0.97, lift = 0.00
60 66 -> 29 36 : sup = 2916.00, conf = 0.97, lift = 0.00
36 66 -> 29 60 : sup = 2916.00, conf = 1.00, lift = 0.00
29 -> 36 60 66 : sup = 2916.00, conf = 0.92, lift = 0.00
60 -> 29 36 66 : sup = 2916.00, conf = 0.93, lift = 0.00
36 -> 29 60 66 : sup = 2916.00, conf = 0.94, lift = 0.00
66 -> 29 36 60 : sup = 2916.00, conf = 0.97, lift = 0.00
7 58 60 -> 66 : sup = 2905.00, conf = 0.96, lift = 0.00
58 60 66 -> 7 : sup = 2905.00, conf = 0.96, lift = 0.00
7 60 66 -> 58 : sup = 2905.00, conf = 1.00, lift = 0.00
7 58 66 -> 60 : sup = 2905.00, conf = 1.00, lift = 0.00
58 60 -> 7 66 : sup = 2905.00, conf = 0.92, lift = 0.00
7 60 -> 58 66 : sup = 2905.00, conf = 0.96, lift = 0.00
7 58 -> 60 66 : sup = 2905.00, conf = 0.94, lift = 0.00
60 66 -> 7 58 : sup = 2905.00, conf = 0.96, lift = 0.00
58 66 -> 7 60 : sup = 2905.00, conf = 0.96, lift = 0.00
7 66 -> 58 60 : sup = 2905.00, conf = 1.00, lift = 0.00
60 -> 7 58 66 : sup = 2905.00, conf = 0.92, lift = 0.00
58 -> 7 60 66 : sup = 2905.00, conf = 0.91, lift = 0.00
7 -> 58 60 66 : sup = 2905.00, conf = 0.94, lift = 0.00
66 -> 7 58 60 : sup = 2905.00, conf = 0.96, lift = 0.00
29 60 62 -> 40 : sup = 2986.00, conf = 1.00, lift = 0.00
29 40 62 -> 60 : sup = 2986.00, conf = 0.99, lift = 0.00
40 60 62 -> 29 : sup = 2986.00, conf = 1.00, lift = 0.00
29 40 60 -> 62 : sup = 2986.00, conf = 0.96, lift = 0.00
29 62 -> 40 60 : sup = 2986.00, conf = 0.98, lift = 0.00
60 62 -> 29 40 : sup = 2986.00, conf = 0.99, lift = 0.00
29 60 -> 40 62 : sup = 2986.00, conf = 0.95, lift = 0.00
40 62 -> 29 60 : sup = 2986.00, conf = 0.98, lift = 0.00
29 40 -> 60 62 : sup = 2986.00, conf = 0.95, lift = 0.00
40 60 -> 29 62 : sup = 2986.00, conf = 0.96, lift = 0.00
62 -> 29 40 60 : sup = 2986.00, conf = 0.98, lift = 0.00
29 -> 40 60 62 : sup = 2986.00, conf = 0.94, lift = 0.00
60 -> 29 40 62 : sup = 2986.00, conf = 0.95, lift = 0.00
40 -> 29 60 62 : sup = 2986.00, conf = 0.94, lift = 0.00
7 40 52 58 -> 34 : sup = 2897.00, conf = 0.95, lift = 0.00
7 34 40 58 -> 52 : sup = 2897.00, conf = 1.00, lift = 0.00
34 40 52 58 -> 7 : sup = 2897.00, conf = 0.96, lift = 0.00
7 34 52 58 -> 40 : sup = 2897.00, conf = 0.99, lift = 0.00
7 34 40 52 -> 58 : sup = 2897.00, conf = 1.00, lift = 0.00
7 40 58 -> 34 52 : sup = 2897.00, conf = 0.95, lift = 0.00
40 52 58 -> 7 34 : sup = 2897.00, conf = 0.92, lift = 0.00
7 52 58 -> 34 40 : sup = 2897.00, conf = 0.95, lift = 0.00
7 40 52 -> 34 58 : sup = 2897.00, conf = 0.95, lift = 0.00
34 40 58 -> 7 52 : sup = 2897.00, conf = 0.96, lift = 0.00
7 34 58 -> 40 52 : sup = 2897.00, conf = 0.99, lift = 0.00
7 34 40 -> 52 58 : sup = 2897.00, conf = 1.00, lift = 0.00
34 52 58 -> 7 40 : sup = 2897.00, conf = 0.96, lift = 0.00
34 40 52 -> 7 58 : sup = 2897.00, conf = 0.96, lift = 0.00
7 34 52 -> 40 58 : sup = 2897.00, conf = 0.99, lift = 0.00
40 58 -> 7 34 52 : sup = 2897.00, conf = 0.91, lift = 0.00
7 58 -> 34 40 52 : sup = 2897.00, conf = 0.94, lift = 0.00
7 40 -> 34 52 58 : sup = 2897.00, conf = 0.95, lift = 0.00
52 58 -> 7 34 40 : sup = 2897.00, conf = 0.91, lift = 0.00
40 52 -> 7 34 58 : sup = 2897.00, conf = 0.92, lift = 0.00
7 52 -> 34 40 58 : sup = 2897.00, conf = 0.95, lift = 0.00
34 58 -> 7 40 52 : sup = 2897.00, conf = 0.95, lift = 0.00
34 40 -> 7 52 58 : sup = 2897.00, conf = 0.96, lift = 0.00
7 34 -> 40 52 58 : sup = 2897.00, conf = 0.99, lift = 0.00
34 52 -> 7 40 58 : sup = 2897.00, conf = 0.96, lift = 0.00
58 -> 7 34 40 52 : sup = 2897.00, conf = 0.91, lift = 0.00
40 -> 7 34 52 58 : sup = 2897.00, conf = 0.91, lift = 0.00
7 -> 34 40 52 58 : sup = 2897.00, conf = 0.94, lift = 0.00
52 -> 7 34 40 58 : sup = 2897.00, conf = 0.91, lift = 0.00
34 -> 7 40 52 58 : sup = 2897.00, conf = 0.95, lift = 0.00
29 36 40 52 -> 34 : sup = 2907.00, conf = 0.95, lift = 0.00
29 34 40 52 -> 36 : sup = 2907.00, conf = 0.97, lift = 0.00
29 34 36 40 -> 52 : sup = 2907.00, conf = 1.00, lift = 0.00
29 34 36 52 -> 40 : sup = 2907.00, conf = 0.99, lift = 0.00
34 36 40 52 -> 29 : sup = 2907.00, conf = 1.00, lift = 0.00
29 40 52 -> 34 36 : sup = 2907.00, conf = 0.92, lift = 0.00
29 36 40 -> 34 52 : sup = 2907.00, conf = 0.95, lift = 0.00
29 36 52 -> 34 40 : sup = 2907.00, conf = 0.95, lift = 0.00
36 40 52 -> 29 34 : sup = 2907.00, conf = 0.95, lift = 0.00
29 34 40 -> 36 52 : sup = 2907.00, conf = 0.96, lift = 0.00
29 34 52 -> 36 40 : sup = 2907.00, conf = 0.96, lift = 0.00
34 40 52 -> 29 36 : sup = 2907.00, conf = 0.97, lift = 0.00
29 34 36 -> 40 52 : sup = 2907.00, conf = 0.99, lift = 0.00
34 36 40 -> 29 52 : sup = 2907.00, conf = 1.00, lift = 0.00
34 36 52 -> 29 40 : sup = 2907.00, conf = 0.99, lift = 0.00
29 40 -> 34 36 52 : sup = 2907.00, conf = 0.92, lift = 0.00
29 52 -> 34 36 40 : sup = 2907.00, conf = 0.92, lift = 0.00
40 52 -> 29 34 36 : sup = 2907.00, conf = 0.92, lift = 0.00
29 36 -> 34 40 52 : sup = 2907.00, conf = 0.94, lift = 0.00
36 40 -> 29 34 52 : sup = 2907.00, conf = 0.95, lift = 0.00
36 52 -> 29 34 40 : sup = 2907.00, conf = 0.94, lift = 0.00
29 34 -> 36 40 52 : sup = 2907.00, conf = 0.96, lift = 0.00
34 40 -> 29 36 52 : sup = 2907.00, conf = 0.96, lift = 0.00
34 52 -> 29 36 40 : sup = 2907.00, conf = 0.96, lift = 0.00
34 36 -> 29 40 52 : sup = 2907.00, conf = 0.99, lift = 0.00
29 -> 34 36 40 52 : sup = 2907.00, conf = 0.91, lift = 0.00
40 -> 29 34 36 52 : sup = 2907.00, conf = 0.92, lift = 0.00
52 -> 29 34 36 40 : sup = 2907.00, conf = 0.91, lift = 0.00
36 -> 29 34 40 52 : sup = 2907.00, conf = 0.94, lift = 0.00
34 -> 29 36 40 52 : sup = 2907.00, conf = 0.96, lift = 0.00
40 58 60 -> 34 : sup = 2972.00, conf = 0.95, lift = 0.00
34 58 60 -> 40 : sup = 2972.00, conf = 0.99, lift = 0.00
34 40 60 -> 58 : sup = 2972.00, conf = 1.00, lift = 0.00
34 40 58 -> 60 : sup = 2972.00, conf = 0.99, lift = 0.00
58 60 -> 34 40 : sup = 2972.00, conf = 0.94, lift = 0.00
40 60 -> 34 58 : sup = 2972.00, conf = 0.95, lift = 0.00
40 58 -> 34 60 : sup = 2972.00, conf = 0.94, lift = 0.00
34 60 -> 40 58 : sup = 2972.00, conf = 0.99, lift = 0.00
34 58 -> 40 60 : sup = 2972.00, conf = 0.98, lift = 0.00
34 40 -> 58 60 : sup = 2972.00, conf = 0.99, lift = 0.00
60 -> 34 40 58 : sup = 2972.00, conf = 0.94, lift = 0.00
58 -> 34 40 60 : sup = 2972.00, conf = 0.93, lift = 0.00
40 -> 34 58 60 : sup = 2972.00, conf = 0.94, lift = 0.00
34 -> 40 58 60 : sup = 2972.00, conf = 0.98, lift = 0.00
29 40 58 60 -> 5 : sup = 2898.00, conf = 0.93, lift = 0.00
5 29 58 60 -> 40 : sup = 2898.00, conf = 0.99, lift = 0.00
5 29 40 60 -> 58 : sup = 2898.00, conf = 1.00, lift = 0.00
5 29 40 58 -> 60 : sup = 2898.00, conf = 0.99, lift = 0.00
5 40 58 60 -> 29 : sup = 2898.00, conf = 1.00, lift = 0.00
29 58 60 -> 5 40 : sup = 2898.00, conf = 0.92, lift = 0.00
29 40 60 -> 5 58 : sup = 2898.00, conf = 0.93, lift = 0.00
29 40 58 -> 5 60 : sup = 2898.00, conf = 0.92, lift = 0.00
40 58 60 -> 5 29 : sup = 2898.00, conf = 0.93, lift = 0.00
5 29 60 -> 40 58 : sup = 2898.00, conf = 0.99, lift = 0.00
5 29 58 -> 40 60 : sup = 2898.00, conf = 0.98, lift = 0.00
5 58 60 -> 29 40 : sup = 2898.00, conf = 0.99, lift = 0.00
5 29 40 -> 58 60 : sup = 2898.00, conf = 0.98, lift = 0.00
5 40 60 -> 29 58 : sup = 2898.00, conf = 1.00, lift = 0.00
5 40 58 -> 29 60 : sup = 2898.00, conf = 0.98, lift = 0.00
29 60 -> 5 40 58 : sup = 2898.00, conf = 0.92, lift = 0.00
29 58 -> 5 40 60 : sup = 2898.00, conf = 0.91, lift = 0.00
58 60 -> 5 29 40 : sup = 2898.00, conf = 0.92, lift = 0.00
29 40 -> 5 58 60 : sup = 2898.00, conf = 0.92, lift = 0.00
40 60 -> 5 29 58 : sup = 2898.00, conf = 0.93, lift = 0.00
40 58 -> 5 29 60 : sup = 2898.00, conf = 0.91, lift = 0.00
5 29 -> 40 58 60 : sup = 2898.00, conf = 0.98, lift = 0.00
5 60 -> 29 40 58 : sup = 2898.00, conf = 0.99, lift = 0.00
5 58 -> 29 40 60 : sup = 2898.00, conf = 0.98, lift = 0.00
5 40 -> 29 58 60 : sup = 2898.00, conf = 0.98, lift = 0.00
29 -> 5 40 58 60 : sup = 2898.00, conf = 0.91, lift = 0.00
60 -> 5 29 40 58 : sup = 2898.00, conf = 0.92, lift = 0.00
58 -> 5 29 40 60 : sup = 2898.00, conf = 0.91, lift = 0.00
40 -> 5 29 58 60 : sup = 2898.00, conf = 0.91, lift = 0.00
5 -> 29 40 58 60 : sup = 2898.00, conf = 0.98, lift = 0.00
29 40 58 -> 66 : sup = 2988.00, conf = 0.95, lift = 0.00
29 58 66 -> 40 : sup = 2988.00, conf = 0.99, lift = 0.00
29 40 66 -> 58 : sup = 2988.00, conf = 1.00, lift = 0.00
40 58 66 -> 29 : sup = 2988.00, conf = 1.00, lift = 0.00
29 58 -> 40 66 : sup = 2988.00, conf = 0.94, lift = 0.00
29 40 -> 58 66 : sup = 2988.00, conf = 0.95, lift = 0.00
40 58 -> 29 66 : sup = 2988.00, conf = 0.94, lift = 0.00
29 66 -> 40 58 : sup = 2988.00, conf = 0.99, lift = 0.00
58 66 -> 29 40 : sup = 2988.00, conf = 0.99, lift = 0.00
40 66 -> 29 58 : sup = 2988.00, conf = 1.00, lift = 0.00
29 -> 40 58 66 : sup = 2988.00, conf = 0.94, lift = 0.00
58 -> 29 40 66 : sup = 2988.00, conf = 0.94, lift = 0.00
40 -> 29 58 66 : sup = 2988.00, conf = 0.94, lift = 0.00
66 -> 29 40 58 : sup = 2988.00, conf = 0.99, lift = 0.00
7 40 52 58 -> 36 : sup = 2941.00, conf = 0.97, lift = 0.00
7 36 40 58 -> 52 : sup = 2941.00, conf = 1.00, lift = 0.00
36 40 52 58 -> 7 : sup = 2941.00, conf = 0.96, lift = 0.00
7 36 52 58 -> 40 : sup = 2941.00, conf = 0.99, lift = 0.00
7 36 40 52 -> 58 : sup = 2941.00, conf = 1.00, lift = 0.00
7 40 58 -> 36 52 : sup = 2941.00, conf = 0.96, lift = 0.00
40 52 58 -> 7 36 : sup = 2941.00, conf = 0.93, lift = 0.00
7 52 58 -> 36 40 : sup = 2941.00, conf = 0.96, lift = 0.00
7 40 52 -> 36 58 : sup = 2941.00, conf = 0.97, lift = 0.00
36 40 58 -> 7 52 : sup = 2941.00, conf = 0.96, lift = 0.00
7 36 58 -> 40 52 : sup = 2941.00, conf = 0.99, lift = 0.00
7 36 40 -> 52 58 : sup = 2941.00, conf = 1.00, lift = 0.00
36 52 58 -> 7 40 : sup = 2941.00, conf = 0.95, lift = 0.00
36 40 52 -> 7 58 : sup = 2941.00, conf = 0.96, lift = 0.00
7 36 52 -> 40 58 : sup = 2941.00, conf = 0.99, lift = 0.00
40 58 -> 7 36 52 : sup = 2941.00, conf = 0.93, lift = 0.00
7 58 -> 36 40 52 : sup = 2941.00, conf = 0.96, lift = 0.00
7 40 -> 36 52 58 : sup = 2941.00, conf = 0.96, lift = 0.00
52 58 -> 7 36 40 : sup = 2941.00, conf = 0.92, lift = 0.00
40 52 -> 7 36 58 : sup = 2941.00, conf = 0.93, lift = 0.00
7 52 -> 36 40 58 : sup = 2941.00, conf = 0.96, lift = 0.00
36 58 -> 7 40 52 : sup = 2941.00, conf = 0.95, lift = 0.00
36 40 -> 7 52 58 : sup = 2941.00, conf = 0.96, lift = 0.00
7 36 -> 40 52 58 : sup = 2941.00, conf = 0.99, lift = 0.00
36 52 -> 7 40 58 : sup = 2941.00, conf = 0.95, lift = 0.00
58 -> 7 36 40 52 : sup = 2941.00, conf = 0.92, lift = 0.00
40 -> 7 36 52 58 : sup = 2941.00, conf = 0.93, lift = 0.00
7 -> 36 40 52 58 : sup = 2941.00, conf = 0.96, lift = 0.00
52 -> 7 36 40 58 : sup = 2941.00, conf = 0.92, lift = 0.00
36 -> 7 40 52 58 : sup = 2941.00, conf = 0.95, lift = 0.00
36 40 52 -> 66 : sup = 2889.00, conf = 0.94, lift = 0.00
40 52 66 -> 36 : sup = 2889.00, conf = 0.97, lift = 0.00
36 40 66 -> 52 : sup = 2889.00, conf = 1.00, lift = 0.00
36 52 66 -> 40 : sup = 2889.00, conf = 0.99, lift = 0.00
40 52 -> 36 66 : sup = 2889.00, conf = 0.91, lift = 0.00
36 40 -> 52 66 : sup = 2889.00, conf = 0.94, lift = 0.00
36 52 -> 40 66 : sup = 2889.00, conf = 0.94, lift = 0.00
40 66 -> 36 52 : sup = 2889.00, conf = 0.96, lift = 0.00
52 66 -> 36 40 : sup = 2889.00, conf = 0.96, lift = 0.00
36 66 -> 40 52 : sup = 2889.00, conf = 0.99, lift = 0.00
40 -> 36 52 66 : sup = 2889.00, conf = 0.91, lift = 0.00
52 -> 36 40 66 : sup = 2889.00, conf = 0.91, lift = 0.00
36 -> 40 52 66 : sup = 2889.00, conf = 0.93, lift = 0.00
66 -> 36 40 52 : sup = 2889.00, conf = 0.96, lift = 0.00
40 58 62 -> 34 : sup = 2901.00, conf = 0.95, lift = 0.00
34 58 62 -> 40 : sup = 2901.00, conf = 1.00, lift = 0.00
34 40 62 -> 58 : sup = 2901.00, conf = 1.00, lift = 0.00
34 40 58 -> 62 : sup = 2901.00, conf = 0.96, lift = 0.00
58 62 -> 34 40 : sup = 2901.00, conf = 0.95, lift = 0.00
40 62 -> 34 58 : sup = 2901.00, conf = 0.95, lift = 0.00
40 58 -> 34 62 : sup = 2901.00, conf = 0.92, lift = 0.00
34 62 -> 40 58 : sup = 2901.00, conf = 1.00, lift = 0.00
34 58 -> 40 62 : sup = 2901.00, conf = 0.95, lift = 0.00
34 40 -> 58 62 : sup = 2901.00, conf = 0.96, lift = 0.00
62 -> 34 40 58 : sup = 2901.00, conf = 0.95, lift = 0.00
58 -> 34 40 62 : sup = 2901.00, conf = 0.91, lift = 0.00
40 -> 34 58 62 : sup = 2901.00, conf = 0.92, lift = 0.00
34 -> 40 58 62 : sup = 2901.00, conf = 0.95, lift = 0.00
40 58 60 -> 36 : sup = 3026.00, conf = 0.97, lift = 0.00
36 58 60 -> 40 : sup = 3026.00, conf = 0.99, lift = 0.00
36 40 60 -> 58 : sup = 3026.00, conf = 1.00, lift = 0.00
36 40 58 -> 60 : sup = 3026.00, conf = 0.99, lift = 0.00
58 60 -> 36 40 : sup = 3026.00, conf = 0.96, lift = 0.00
40 60 -> 36 58 : sup = 3026.00, conf = 0.97, lift = 0.00
40 58 -> 36 60 : sup = 3026.00, conf = 0.95, lift = 0.00
36 60 -> 40 58 : sup = 3026.00, conf = 0.99, lift = 0.00
36 58 -> 40 60 : sup = 3026.00, conf = 0.98, lift = 0.00
36 40 -> 58 60 : sup = 3026.00, conf = 0.98, lift = 0.00
60 -> 36 40 58 : sup = 3026.00, conf = 0.96, lift = 0.00
58 -> 36 40 60 : sup = 3026.00, conf = 0.95, lift = 0.00
40 -> 36 58 60 : sup = 3026.00, conf = 0.95, lift = 0.00
36 -> 40 58 60 : sup = 3026.00, conf = 0.98, lift = 0.00
36 52 58 -> 48 : sup = 2975.00, conf = 0.96, lift = 0.00
48 52 58 -> 36 : sup = 2975.00, conf = 0.99, lift = 0.00
36 48 58 -> 52 : sup = 2975.00, conf = 1.00, lift = 0.00
36 48 52 -> 58 : sup = 2975.00, conf = 1.00, lift = 0.00
52 58 -> 36 48 : sup = 2975.00, conf = 0.93, lift = 0.00
36 58 -> 48 52 : sup = 2975.00, conf = 0.96, lift = 0.00
36 52 -> 48 58 : sup = 2975.00, conf = 0.96, lift = 0.00
48 58 -> 36 52 : sup = 2975.00, conf = 0.99, lift = 0.00
48 52 -> 36 58 : sup = 2975.00, conf = 0.99, lift = 0.00
36 48 -> 52 58 : sup = 2975.00, conf = 1.00, lift = 0.00
58 -> 36 48 52 : sup = 2975.00, conf = 0.93, lift = 0.00
52 -> 36 48 58 : sup = 2975.00, conf = 0.93, lift = 0.00
36 -> 48 52 58 : sup = 2975.00, conf = 0.96, lift = 0.00
48 -> 36 52 58 : sup = 2975.00, conf = 0.99, lift = 0.00
29 40 58 60 -> 7 : sup = 2998.00, conf = 0.96, lift = 0.00
7 29 58 60 -> 40 : sup = 2998.00, conf = 0.99, lift = 0.00
7 29 40 60 -> 58 : sup = 2998.00, conf = 1.00, lift = 0.00
7 29 40 58 -> 60 : sup = 2998.00, conf = 0.99, lift = 0.00
7 40 58 60 -> 29 : sup = 2998.00, conf = 1.00, lift = 0.00
29 58 60 -> 7 40 : sup = 2998.00, conf = 0.96, lift = 0.00
29 40 60 -> 7 58 : sup = 2998.00, conf = 0.96, lift = 0.00
29 40 58 -> 7 60 : sup = 2998.00, conf = 0.95, lift = 0.00
40 58 60 -> 7 29 : sup = 2998.00, conf = 0.96, lift = 0.00
7 29 60 -> 40 58 : sup = 2998.00, conf = 0.99, lift = 0.00
7 29 58 -> 40 60 : sup = 2998.00, conf = 0.98, lift = 0.00
7 58 60 -> 29 40 : sup = 2998.00, conf = 0.99, lift = 0.00
7 29 40 -> 58 60 : sup = 2998.00, conf = 0.99, lift = 0.00
7 40 60 -> 29 58 : sup = 2998.00, conf = 1.00, lift = 0.00
7 40 58 -> 29 60 : sup = 2998.00, conf = 0.98, lift = 0.00
29 60 -> 7 40 58 : sup = 2998.00, conf = 0.96, lift = 0.00
29 58 -> 7 40 60 : sup = 2998.00, conf = 0.94, lift = 0.00
58 60 -> 7 29 40 : sup = 2998.00, conf = 0.95, lift = 0.00
29 40 -> 7 58 60 : sup = 2998.00, conf = 0.95, lift = 0.00
40 60 -> 7 29 58 : sup = 2998.00, conf = 0.96, lift = 0.00
40 58 -> 7 29 60 : sup = 2998.00, conf = 0.95, lift = 0.00
7 29 -> 40 58 60 : sup = 2998.00, conf = 0.98, lift = 0.00
7 60 -> 29 40 58 : sup = 2998.00, conf = 0.99, lift = 0.00
7 58 -> 29 40 60 : sup = 2998.00, conf = 0.97, lift = 0.00
7 40 -> 29 58 60 : sup = 2998.00, conf = 0.98, lift = 0.00
29 -> 7 40 58 60 : sup = 2998.00, conf = 0.94, lift = 0.00
60 -> 7 29 40 58 : sup = 2998.00, conf = 0.95, lift = 0.00
58 -> 7 29 40 60 : sup = 2998.00, conf = 0.94, lift = 0.00
40 -> 7 29 58 60 : sup = 2998.00, conf = 0.95, lift = 0.00
7 -> 29 40 58 60 : sup = 2998.00, conf = 0.97, lift = 0.00
29 40 60 -> 66 : sup = 2989.00, conf = 0.96, lift = 0.00
29 60 66 -> 40 : sup = 2989.00, conf = 0.99, lift = 0.00
29 40 66 -> 60 : sup = 2989.00, conf = 1.00, lift = 0.00
40 60 66 -> 29 : sup = 2989.00, conf = 1.00, lift = 0.00
29 60 -> 40 66 : sup = 2989.00, conf = 0.95, lift = 0.00
29 40 -> 60 66 : sup = 2989.00, conf = 0.95, lift = 0.00
40 60 -> 29 66 : sup = 2989.00, conf = 0.96, lift = 0.00
29 66 -> 40 60 : sup = 2989.00, conf = 0.99, lift = 0.00
60 66 -> 29 40 : sup = 2989.00, conf = 0.99, lift = 0.00
40 66 -> 29 60 : sup = 2989.00, conf = 1.00, lift = 0.00
29 -> 40 60 66 : sup = 2989.00, conf = 0.94, lift = 0.00
60 -> 29 40 66 : sup = 2989.00, conf = 0.95, lift = 0.00
40 -> 29 60 66 : sup = 2989.00, conf = 0.94, lift = 0.00
66 -> 29 40 60 : sup = 2989.00, conf = 0.99, lift = 0.00
29 58 60 -> 48 : sup = 2972.00, conf = 0.95, lift = 0.00
29 48 60 -> 58 : sup = 2972.00, conf = 1.00, lift = 0.00
29 48 58 -> 60 : sup = 2972.00, conf = 0.99, lift = 0.00
48 58 60 -> 29 : sup = 2972.00, conf = 1.00, lift = 0.00
29 60 -> 48 58 : sup = 2972.00, conf = 0.95, lift = 0.00
29 58 -> 48 60 : sup = 2972.00, conf = 0.93, lift = 0.00
58 60 -> 29 48 : sup = 2972.00, conf = 0.94, lift = 0.00
29 48 -> 58 60 : sup = 2972.00, conf = 0.99, lift = 0.00
48 60 -> 29 58 : sup = 2972.00, conf = 1.00, lift = 0.00
48 58 -> 29 60 : sup = 2972.00, conf = 0.99, lift = 0.00
29 -> 48 58 60 : sup = 2972.00, conf = 0.93, lift = 0.00
60 -> 29 48 58 : sup = 2972.00, conf = 0.94, lift = 0.00
58 -> 29 48 60 : sup = 2972.00, conf = 0.93, lift = 0.00
