Antecedent,Consequent,Support,Confidence,Lift,Conviction
"66","29 34 58",2881.0000,0.9537,0.0003,-65469.3857
"34","29 58 66",2881.0000,0.9477,0.0003,-57568.8050
"29 40 52","66",2978.0000,0.9472,0.0003,-57198.0723
"29 40 66","52",2978.0000,0.9963,0.0003,-865179.6364
"29 52 66","40",2978.0000,0.9920,0.0003,-396389.0833
"40 52 66","29",2978.0000,0.9973,0.0003,-1186935.0000
"29 40","52 66",2978.0000,0.9439,0.0003,-53635.0000
"29 52","40 66",2978.0000,0.9394,0.0003,-49465.2083
"40 52","29 66",2978.0000,0.9427,0.0003,-52568.5525
"29 66","40 52",2978.0000,0.9884,0.0003,-271858.6857
"40 66","29 52",2978.0000,0.9937,0.0003,-499868.0526
"52 66","29 40",2978.0000,0.9894,0.0003,-296673.1250
"29","40 52 66",2978.0000,0.9362,0.0003,-46774.8030
"40","29 52 66",2978.0000,0.9394,0.0003,-49547.7604
"52","29 40 66",2978.0000,0.9350,0.0003,-45974.7826
"66","29 40 52",2978.0000,0.9858,0.0003,-220814.0233
"29 60 62","36",2904.0000,0.9677,0.0003,-95846.3711
"29 36 62","60",2904.0000,0.9851,0.0003,-210916.0000
"36 60 62","29",2904.0000,0.9955,0.0003,-713543.0769
"29 36 60","62",2904.0000,0.9556,0.0003,-68861.4889
"29 62","36 60",2904.0000,0.9537,0.0003,-65888.6170
"60 62","29 36",2904.0000,0.9635,0.0003,-84474.2000
"29 60","36 62",2904.0000,0.9260,0.0003,-40038.0690
"36 62","29 60",2904.0000,0.9801,0.0003,-157440.7627
"29 36","60 62",2904.0000,0.9416,0.0003,-51622.7333
"36 60","29 62",2904.0000,0.9515,0.0003,-62772.2162
"62","29 36 60",2904.0000,0.9490,0.0003,-59591.5385
"29","36 60 62",2904.0000,0.9129,0.0003,-33486.6282
"60","29 36 62",2904.0000,0.9222,0.0003,-37877.9714
"36","29 60 62",2904.0000,0.9371,0.0003,-47676.9231
"58 60 62","7",2896.0000,0.9608,0.0003,-78542.7966
"7 60 62","58",2896.0000,1.0000,0.0003,Infinity
"7 58 62","60",2896.0000,0.9850,0.0003,-210343.6364
"7 58 60","62",2896.0000,0.9558,0.0003,-69169.9254
"60 62","7 58",2896.0000,0.9608,0.0003,-78517.2542
"58 62","7 60",2896.0000,0.9464,0.0003,-56535.3659
"58 60","7 62",2896.0000,0.9199,0.0003,-36714.1746
"7 62","58 60",2896.0000,0.9850,0.0003,-210276.8182
"7 60","58 62",2896.0000,0.9555,0.0003,-68680.2148
"7 58","60 62",2896.0000,0.9418,0.0003,-51759.6369
"62","7 58 60",2896.0000,0.9464,0.0003,-56516.7073
"60","7 58 62",2896.0000,0.9197,0.0003,-36580.6759
"58","7 60 62",2896.0000,0.9064,0.0003,-30934.8662
"7","58 60 62",2896.0000,0.9415,0.0003,-51488.8222
"29 56 62","40",2894.0000,0.9952,0.0003,-658246.5714
"29 40 62","56",2894.0000,0.9551,0.0003,-67283.8235
"40 56 62","29",2894.0000,0.9948,0.0003,-616708.0000
"29 40 56","62",2894.0000,0.9708,0.0003,-104814.7011
"29 62","40 56",2894.0000,0.9504,0.0003,-60395.8609
"56 62","29 40",2894.0000,0.9901,0.0003,-317901.4483
"29 56","40 62",2894.0000,0.9627,0.0003,-81698.7857
"40 62","29 56",2894.0000,0.9504,0.0003,-60597.5166
"29 40","56 62",2894.0000,0.9173,0.0003,-35321.4943
"40 56","29 62",2894.0000,0.9660,0.0003,-89410.0392
"62","29 40 56",2894.0000,0.9458,0.0003,-54932.5301
"29","40 56 62",2894.0000,0.9098,0.0003,-32231.1777
"56","29 40 62",2894.0000,0.9580,0.0003,-72052.0394
"40","29 56 62",2894.0000,0.9129,0.0003,-33388.3696
"29 58 60","40",3110.0000,0.9920,0.0003,-397392.6000
"29 40 60","58",3110.0000,0.9997,0.0003,-9936534.0000
"29 40 58","60",3110.0000,0.9860,0.0003,-225654.3636
"40 58 60","29",3110.0000,0.9958,0.0003,-763933.8462
"29 60","40 58",3110.0000,0.9917,0.0003,-382109.5385
"29 58","40 60",3110.0000,0.9780,0.0003,-141873.4286
"58 60","29 40",3110.0000,0.9879,0.0003,-261284.0000
"29 40","58 60",3110.0000,0.9857,0.0003,-220639.6667
"40 60","29 58",3110.0000,0.9955,0.0003,-709371.1429
"40 58","29 60",3110.0000,0.9814,0.0003,-168386.6949
"29","40 58 60",3110.0000,0.9777,0.0003,-139874.3944
"60","29 40 58",3110.0000,0.9876,0.0003,-254584.5385
"58","29 40 60",3110.0000,0.9734,0.0003,-116899.4118
"40","29 58 60",3110.0000,0.9811,0.0003,-165579.6667
"29 52 58","48",2986.0000,0.9423,0.0003,-52158.6230
"29 48 58","52",2986.0000,0.9963,0.0003,-867495.2727
"29 48 52","58",2986.0000,0.9997,0.0003,-9540478.0000
"48 52 58","29",2986.0000,0.9950,0.0003,-636212.0000
"29 58","48 52",2986.0000,0.9390,0.0003,-49191.6495
"29 52","48 58",2986.0000,0.9420,0.0003,-51874.2935
"52 58","29 48",2986.0000,0.9378,0.0003,-48194.1818
"29 48","52 58",2986.0000,0.9960,0.0003,-795219.5000
"48 58","29 52",2986.0000,0.9914,0.0003,-367116.4615
"48 52","29 58",2986.0000,0.9947,0.0003,-596459.8750
"29","48 52 58",2986.0000,0.9387,0.0003,-48938.4615
"58","29 48 52",2986.0000,0.9346,0.0003,-45647.2249
"52","29 48 58",2986.0000,0.9375,0.0003,-47951.0553
"48","29 52 58",2986.0000,0.9910,0.0003,-353525.3333
"60 62","66",2892.0000,0.9595,0.0003,-74608.8525
"62 66","60",2892.0000,1.0000,0.0003,Infinity
"60 66","62",2892.0000,0.9573,0.0003,-71637.5116
"62","60 66",2892.0000,0.9451,0.0003,-55007.1429
"60","62 66",2892.0000,0.9184,0.0003,-35423.1868
"66","60 62",2892.0000,0.9573,0.0003,-70560.2558
"40 52 62","34",2892.0000,0.9532,0.0003,-64931.8732
"34 40 62","52",2892.0000,0.9969,0.0003,-1026309.3333
"34 52 62","40",2892.0000,0.9959,0.0003,-766898.0000
"34 40 52","62",2892.0000,0.9614,0.0003,-79323.0345
"40 62","34 52",2892.0000,0.9498,0.0003,-60302.9412
"52 62","34 40",2892.0000,0.9485,0.0003,-58571.8726
"40 52","34 62",2892.0000,0.9155,0.0003,-34453.2135
"34 62","40 52",2892.0000,0.9928,0.0003,-438059.7143
"34 40","52 62",2892.0000,0.9586,0.0003,-73566.5280
"34 52","40 62",2892.0000,0.9541,0.0003,-66376.7194
"62","34 40 52",2892.0000,0.9451,0.0003,-54770.3571
"40","34 52 62",2892.0000,0.9123,0.0003,-33102.5540
"52","34 40 62",2892.0000,0.9080,0.0003,-31523.8908
"34","40 52 62",2892.0000,0.9513,0.0003,-62299.4595
"36 58 60","34",2897.0000,0.9495,0.0003,-60207.7208
"34 58 60","36",2897.0000,0.9676,0.0003,-95622.8041
"34 36 60","58",2897.0000,0.9997,0.0003,-9256212.0000
"34 36 58","60",2897.0000,0.9847,0.0003,-205809.2444
"58 60","34 36",2897.0000,0.9203,0.0003,-36898.0717
"36 60","34 58",2897.0000,0.9492,0.0003,-59819.2000
"36 58","34 60",2897.0000,0.9351,0.0003,-46146.3284
"34 60","36 58",2897.0000,0.9673,0.0003,-94648.1122
"34 58","36 60",2897.0000,0.9533,0.0003,-65295.6972
"34 36","58 60",2897.0000,0.9844,0.0003,-201339.5870
"60","34 36 58",2897.0000,0.9200,0.0003,-36750.8294
"58","34 36 60",2897.0000,0.9067,0.0003,-31060.1174
"36","34 58 60",2897.0000,0.9348,0.0003,-45917.3614
"34","36 58 60",2897.0000,0.9530,0.0003,-64839.1608
"40 52 60","36",3016.0000,0.9688,0.0003,-99423.4433
"36 40 60","52",3016.0000,0.9964,0.0003,-876178.9091
"36 52 60","40",3016.0000,0.9918,0.0003,-385477.1600
"36 40 52","60",3016.0000,0.9850,0.0003,-209547.3043
"40 60","36 52",3016.0000,0.9654,0.0003,-89294.3333
"52 60","36 40",3016.0000,0.9611,0.0003,-79015.8689
"40 52","36 60",3016.0000,0.9547,0.0003,-67399.3636
"36 60","40 52",3016.0000,0.9882,0.0003,-267728.2222
"36 40","52 60",3016.0000,0.9815,0.0003,-169122.8246
"36 52","40 60",3016.0000,0.9767,0.0003,-133942.0000
"60","36 40 52",3016.0000,0.9578,0.0003,-72474.3534
"40","36 52 60",3016.0000,0.9514,0.0003,-62576.6234
"52","36 40 60",3016.0000,0.9469,0.0003,-57028.4615
"36","40 52 60",3016.0000,0.9732,0.0003,-116193.8313
"7 29 58 60","34",2882.0000,0.9534,0.0003,-65155.2979
"29 34 58 60","7",2882.0000,0.9639,0.0003,-85131.9444
"7 29 34 60","58",2882.0000,0.9997,0.0003,-9208302.0000
"7 29 34 58","60",2882.0000,0.9846,0.0003,-204759.9111
"7 34 58 60","29",2882.0000,0.9993,0.0003,-4585560.0000
"29 58 60","7 34",2882.0000,0.9193,0.0003,-36294.1304
"7 29 60","34 58",2882.0000,0.9530,0.0003,-64696.5634
"7 29 58","34 60",2882.0000,0.9394,0.0003,-49384.9032
"7 58 60","29 34",2882.0000,0.9512,0.0003,-62135.4730
"29 34 60","7 58",2882.0000,0.9636,0.0003,-84351.6881
"29 34 58","7 60",2882.0000,0.9496,0.0003,-60104.9020
"34 58 60","7 29",2882.0000,0.9626,0.0003,-82014.2143
"7 29 34","58 60",2882.0000,0.9843,0.0003,-200313.3913
"7 34 60","29 58",2882.0000,0.9990,0.0003,-3057138.3333
"7 34 58","29 60",2882.0000,0.9840,0.0003,-195370.5319
"29 60","7 34 58",2882.0000,0.9190,0.0003,-36150.4252
"29 58","7 34 60",2882.0000,0.9063,0.0003,-30775.5705
"58 60","7 29 34",2882.0000,0.9155,0.0003,-34639.8346
"7 29","34 58 60",2882.0000,0.9391,0.0003,-49120.4118
"7 60","29 34 58",2882.0000,0.9508,0.0003,-61718.4832
"7 58","29 34 60",2882.0000,0.9372,0.0003,-47638.6010
"29 34","7 58 60",2882.0000,0.9493,0.0003,-59714.5714
"34 60","7 29 58",2882.0000,0.9623,0.0003,-81289.0708
"34 58","7 29 60",2882.0000,0.9483,0.0003,-58515.2675
"7 34","29 58 60",2882.0000,0.9836,0.0003,-191304.5833
"29","7 34 58 60",2882.0000,0.9060,0.0003,-30671.6488
"60","7 29 34 58",2882.0000,0.9152,0.0003,-34509.2659
"58","7 29 34 60",2882.0000,0.9020,0.0003,-29418.4984
"7","29 34 58 60",2882.0000,0.9369,0.0003,-47392.5979
"34","7 29 58 60",2882.0000,0.9480,0.0003,-58144.8101
"7 29 40 60","52",2988.0000,0.9963,0.0003,-868074.1818
"29 40 52 60","7",2988.0000,0.9639,0.0003,-85111.6071
"7 29 52 60","40",2988.0000,0.9917,0.0003,-381927.8800
"7 29 40 52","60",2988.0000,0.9855,0.0003,-216925.8182
"7 40 52 60","29",2988.0000,0.9977,0.0003,-1360585.7143
"29 40 60","7 52",2988.0000,0.9605,0.0003,-77496.7805
"7 29 60","40 52",2988.0000,0.9881,0.0003,-265272.0000
"7 29 40","52 60",2988.0000,0.9819,0.0003,-173561.6545
"7 40 60","29 52",2988.0000,0.9940,0.0003,-529223.0000
"29 52 60","7 40",2988.0000,0.9562,0.0003,-69548.3577
"29 40 52","7 60",2988.0000,0.9504,0.0003,-61066.1538
"40 52 60","7 29",2988.0000,0.9598,0.0003,-76405.4720
"7 29 52","40 60",2988.0000,0.9771,0.0003,-136430.4857
"7 52 60","29 40",2988.0000,0.9894,0.0003,-297658.7500
"7 40 52","29 60",2988.0000,0.9832,0.0003,-186809.1176
"29 60","7 40 52",2988.0000,0.9528,0.0003,-64372.7568
"29 40","7 52 60",2988.0000,0.9471,0.0003,-57035.5988
"40 60","7 29 52",2988.0000,0.9565,0.0003,-70221.0882
"7 29","40 52 60",2988.0000,0.9736,0.0003,-117910.2222
"7 60","29 40 52",2988.0000,0.9858,0.0003,-221544.9535
"7 40","29 52 60",2988.0000,0.9797,0.0003,-153680.6452
"29 52","7 40 60",2988.0000,0.9426,0.0003,-52339.8352
"52 60","7 29 40",2988.0000,0.9522,0.0003,-63638.6400
"40 52","7 29 60",2988.0000,0.9459,0.0003,-55845.9474
"7 52","29 40 60",2988.0000,0.9749,0.0003,-123794.1558
"29","7 40 52 60",2988.0000,0.9393,0.0003,-49346.7047
"60","7 29 40 52",2988.0000,0.9489,0.0003,-59283.3478
"40","7 29 52 60",2988.0000,0.9426,0.0003,-52461.7582
"7","29 40 52 60",2988.0000,0.9714,0.0003,-108324.1364
"52","7 29 40 60",2988.0000,0.9381,0.0003,-48470.2030
"29 60 66","34",2882.0000,0.9565,0.0003,-69897.0000
"29 34 60","66",2882.0000,0.9636,0.0003,-82869.9083
"29 34 66","60",2882.0000,1.0000,0.0003,Infinity
"34 60 66","29",2882.0000,0.9986,0.0003,-2294370.0000
"29 60","34 66",2882.0000,0.9190,0.0003,-35619.5276
"29 66","34 60",2882.0000,0.9565,0.0003,-68862.0000
"60 66","29 34",2882.0000,0.9540,0.0003,-65962.1223
"29 34","60 66",2882.0000,0.9493,0.0003,-59537.1429
"34 60","29 66",2882.0000,0.9623,0.0003,-79831.3274
"34 66","29 60",2882.0000,0.9986,0.0003,-2261902.5000
"29","34 60 66",2882.0000,0.9060,0.0003,-30692.9264
"60","29 34 66",2882.0000,0.9152,0.0003,-33978.5356
"66","29 34 60",2882.0000,0.9540,0.0003,-64984.1007
"34","29 60 66",2882.0000,0.9480,0.0003,-57952.4051
"29 36 58","66",2915.0000,0.9455,0.0003,-55420.5952
"29 58 66","36",2915.0000,0.9678,0.0003,-96197.6907
"29 36 66","58",2915.0000,0.9997,0.0003,-9313704.0000
"36 58 66","29",2915.0000,0.9973,0.0003,-1161892.5000
"29 58","36 66",2915.0000,0.9167,0.0003,-35076.0000
"29 36","58 66",2915.0000,0.9452,0.0003,-55092.2840
"36 58","29 66",2915.0000,0.9409,0.0003,-50990.0328
"29 66","36 58",2915.0000,0.9675,0.0003,-95216.9490
"58 66","29 36",2915.0000,0.9652,0.0003,-88672.9524
"36 66","29 58",2915.0000,0.9969,0.0003,-1032821.7778
"29","36 58 66",2915.0000,0.9164,0.0003,-34943.1654
"58","29 36 66",2915.0000,0.9124,0.0003,-33262.2321
"36","29 58 66",2915.0000,0.9406,0.0003,-50712.4402
"66","29 36 58",2915.0000,0.9649,0.0003,-87837.0000
"29 58 62","40",3030.0000,0.9951,0.0003,-643307.0000
"29 40 62","58",3030.0000,1.0000,0.0003,Infinity
"40 58 62","29",3030.0000,0.9951,0.0003,-645540.0000
"29 40 58","62",3030.0000,0.9607,0.0003,-77807.1452
"29 62","40 58",3030.0000,0.9951,0.0003,-643104.0000
"58 62","29 40",3030.0000,0.9902,0.0003,-321708.0000
"29 58","40 62",3030.0000,0.9528,0.0003,-64532.8000
"40 62","29 58",3030.0000,0.9951,0.0003,-645337.0000
"29 40","58 62",3030.0000,0.9604,0.0003,-77209.1600
"40 58","29 62",3030.0000,0.9561,0.0003,-69398.8201
"62","29 40 58",3030.0000,0.9902,0.0003,-321606.0000
"29","40 58 62",3030.0000,0.9525,0.0003,-64125.5894
"58","29 40 62",3030.0000,0.9484,0.0003,-58652.4545
"40","29 58 62",3030.0000,0.9558,0.0003,-68924.8571
"29 52 60","48",2962.0000,0.9478,0.0003,-57745.3988
"29 48 60","52",2962.0000,0.9963,0.0003,-860548.3636
"29 48 52","60",2962.0000,0.9916,0.0003,-376123.0400
"48 52 60","29",2962.0000,0.9956,0.0003,-727730.7692
"29 60","48 52",2962.0000,0.9445,0.0003,-54086.9885
"29 52","48 60",2962.0000,0.9344,0.0003,-45492.5481
"52 60","29 48",2962.0000,0.9439,0.0003,-53435.1477
"29 48","52 60",2962.0000,0.9880,0.0003,-261242.3889
"48 60","29 52",2962.0000,0.9920,0.0003,-394276.4167
"48 52","29 60",2962.0000,0.9867,0.0003,-235281.7500
"29","48 52 60",2962.0000,0.9312,0.0003,-43197.6895
"60","29 48 52",2962.0000,0.9406,0.0003,-50282.9626
"52","29 48 60",2962.0000,0.9300,0.0003,-42447.6233
"48","29 52 60",2962.0000,0.9831,0.0003,-184561.0196
"40 52 62","36",2937.0000,0.9680,0.0003,-96900.3299
"36 40 62","52",2937.0000,0.9963,0.0003,-853312.0000
"36 52 62","40",2937.0000,0.9949,0.0003,-623659.2000
"36 40 52","62",2937.0000,0.9592,0.0003,-74933.2640
"40 62","36 52",2937.0000,0.9645,0.0003,-87036.2500
"52 62","36 40",2937.0000,0.9633,0.0003,-83629.7143
"40 52","36 62",2937.0000,0.9297,0.0003,-42148.4595
"36 62","40 52",2937.0000,0.9912,0.0003,-359890.5385
"36 40","52 62",2937.0000,0.9557,0.0003,-68871.3529
"36 52","40 62",2937.0000,0.9511,0.0003,-62250.8079
"62","36 40 52",2937.0000,0.9598,0.0003,-76151.7073
"40","36 52 62",2937.0000,0.9265,0.0003,-40148.7983
"52","36 40 62",2937.0000,0.9221,0.0003,-37847.5605
"36","40 52 62",2937.0000,0.9477,0.0003,-58020.1667
"40 56 58","36",2898.0000,0.9676,0.0003,-95654.7423
"36 56 58","40",2898.0000,0.9914,0.0003,-370519.4800
"36 40 58","56",2898.0000,0.9434,0.0003,-53318.6207
"36 40 56","58",2898.0000,0.9997,0.0003,-9259406.0000
"56 58","36 40",2898.0000,0.9596,0.0003,-76044.5902
"40 58","36 56",2898.0000,0.9145,0.0003,-34180.7638
"40 56","36 58",2898.0000,0.9673,0.0003,-94679.7143
"36 58","40 56",2898.0000,0.9354,0.0003,-46392.5500
"36 56","40 58",2898.0000,0.9911,0.0003,-356278.1538
"36 40","56 58",2898.0000,0.9431,0.0003,-53013.6400
"58","36 40 56",2898.0000,0.9070,0.0003,-31175.4545
"56","36 40 58",2898.0000,0.9593,0.0003,-75426.7561
"40","36 56 58",2898.0000,0.9142,0.0003,-34054.1912
"36","40 56 58",2898.0000,0.9351,0.0003,-46161.2239
"7 29 40 62","52",2907.0000,0.9962,0.0003,-844628.3636
"29 40 52 62","7",2907.0000,0.9629,0.0003,-82887.7232
"7 29 52 62","40",2907.0000,0.9949,0.0003,-617321.2000
"7 40 52 62","29",2907.0000,0.9976,0.0003,-1323788.5714
"7 29 40 52","62",2907.0000,0.9588,0.0003,-74199.1040
"29 40 62","7 52",2907.0000,0.9594,0.0003,-75479.0244
"7 29 62","40 52",2907.0000,0.9911,0.0003,-356246.6923
"7 40 62","29 52",2907.0000,0.9938,0.0003,-514962.5000
"7 29 40","52 62",2907.0000,0.9553,0.0003,-68199.0000
"29 52 62","7 40",2907.0000,0.9581,0.0003,-72839.8898
"40 52 62","7 29",2907.0000,0.9581,0.0003,-73293.7953
"29 40 52","7 62",2907.0000,0.9246,0.0003,-38988.2532
"7 52 62","29 40",2907.0000,0.9925,0.0003,-419912.0909
"7 29 52","40 62",2907.0000,0.9506,0.0003,-61646.0397
"7 40 52","29 62",2907.0000,0.9566,0.0003,-70081.1818
"29 62","7 40 52",2907.0000,0.9547,0.0003,-67034.1304
"40 62","7 29 52",2907.0000,0.9547,0.0003,-67453.3696
"29 40","7 52 62",2907.0000,0.9214,0.0003,-37249.3548
"7 62","29 40 52",2907.0000,0.9888,0.0003,-280012.7273
"7 29","40 52 62",2907.0000,0.9472,0.0003,-57458.5000
"7 40","29 52 62",2907.0000,0.9531,0.0003,-64689.8601
"52 62","7 29 40",2907.0000,0.9534,0.0003,-65317.3099
"29 52","7 40 62",2907.0000,0.9170,0.0003,-35243.6502
"40 52","7 29 62",2907.0000,0.9202,0.0003,-36754.7143
"7 52","29 40 62",2907.0000,0.9485,0.0003,-58758.7658
"62","7 29 40 52",2907.0000,0.9500,0.0003,-60620.0000
"29","7 40 52 62",2907.0000,0.9139,0.0003,-33818.4416
"40","7 29 52 62",2907.0000,0.9170,0.0003,-35207.4905
"7","29 40 52 62",2907.0000,0.9451,0.0003,-54931.1716
"52","7 29 40 62",2907.0000,0.9127,0.0003,-33419.5863
"7 29 58 60","36",2926.0000,0.9679,0.0003,-96549.0103
"29 36 58 60","7",2926.0000,0.9631,0.0003,-83409.3750
"7 29 36 60","58",2926.0000,0.9997,0.0003,-9348838.0000
"7 29 36 58","60",2926.0000,0.9849,0.0003,-207837.9556
"7 36 58 60","29",2926.0000,0.9976,0.0003,-1332420.0000
"29 58 60","7 36",2926.0000,0.9333,0.0003,-44670.0000
"7 29 60","36 58",2926.0000,0.9676,0.0003,-95564.5714
"7 29 58","36 60",2926.0000,0.9537,0.0003,-65918.7887
"7 58 60","29 36",2926.0000,0.9657,0.0003,-89822.0192
"29 36 60","7 58",2926.0000,0.9628,0.0003,-82671.5575
"29 36 58","7 60",2926.0000,0.9491,0.0003,-59499.9363
"36 58 60","7 29",2926.0000,0.9590,0.0003,-74883.7440
"7 29 36","58 60",2926.0000,0.9845,0.0003,-203323.5652
"7 36 60","29 58",2926.0000,0.9973,0.0003,-1165898.2500
"7 36 58","29 60",2926.0000,0.9825,0.0003,-179539.0385
"29 60","7 36 58",2926.0000,0.9330,0.0003,-44456.5333
"29 58","7 36 60",2926.0000,0.9201,0.0003,-36720.2362
"58 60","7 29 36",2926.0000,0.9295,0.0003,-42129.3153
"7 29","36 58 60",2926.0000,0.9534,0.0003,-65457.6923
"7 60","29 36 58",2926.0000,0.9654,0.0003,-88967.0667
"7 58","29 36 60",2926.0000,0.9515,0.0003,-62696.9799
"29 36","7 58 60",2926.0000,0.9488,0.0003,-59123.0127
"36 60","7 29 58",2926.0000,0.9587,0.0003,-74289.5556
"36 58","7 29 60",2926.0000,0.9445,0.0003,-54449.1512
"7 36","29 58 60",2926.0000,0.9822,0.0003,-176154.4528
"29","7 36 58 60",2926.0000,0.9198,0.0003,-36575.2627
"60","7 29 36 58",2926.0000,0.9292,0.0003,-41939.5964
"58","7 29 36 60",2926.0000,0.9158,0.0003,-34753.0483
"7","29 36 58 60",2926.0000,0.9512,0.0003,-62278.7467
"36","7 29 58 60",2926.0000,0.9442,0.0003,-54133.9769
"29 40 56 58","7",2886.0000,0.9685,0.0003,-97484.0426
"7 29 56 58","40",2886.0000,0.9914,0.0003,-368998.3600
"7 29 40 58","56",2886.0000,0.9487,0.0003,-58890.0000
"7 29 40 56","58",2886.0000,0.9997,0.0003,-9221078.0000
"7 40 56 58","29",2886.0000,0.9976,0.0003,-1314248.5714
"29 56 58","7 40",2886.0000,0.9604,0.0003,-76993.6555
"29 40 58","7 56",2886.0000,0.9150,0.0003,-34340.9403
"29 40 56","7 58",2886.0000,0.9681,0.0003,-96458.8842
"40 56 58","7 29",2886.0000,0.9636,0.0003,-84299.6330
"7 29 58","40 56",2886.0000,0.9407,0.0003,-50487.1429
"7 29 56","40 58",2886.0000,0.9911,0.0003,-354816.0000
"7 56 58","29 40",2886.0000,0.9890,0.0003,-287605.3750
"7 29 40","56 58",2886.0000,0.9484,0.0003,-58514.7580
"7 40 58","29 56",2886.0000,0.9465,0.0003,-56210.0920
"7 40 56","29 58",2886.0000,0.9972,0.0003,-1150003.2500
"29 58","7 40 56",2886.0000,0.9075,0.0003,-31291.6327
"29 56","7 40 58",2886.0000,0.9601,0.0003,-76352.4000
"56 58","7 29 40",2886.0000,0.9556,0.0003,-68558.5075
"29 40","7 56 58",2886.0000,0.9147,0.0003,-34212.3978
"40 58","7 29 56",2886.0000,0.9107,0.0003,-32597.0283
"40 56","7 29 58",2886.0000,0.9633,0.0003,-83533.9273
"7 29","40 56 58",2886.0000,0.9404,0.0003,-50210.8525
"7 58","29 40 56",2886.0000,0.9385,0.0003,-48484.1270
"7 56","29 40 58",2886.0000,0.9887,0.0003,-278897.1818
"7 40","29 56 58",2886.0000,0.9462,0.0003,-55867.0732
"29","7 40 56 58",2886.0000,0.9073,0.0003,-31184.5831
"58","7 29 40 56",2886.0000,0.9033,0.0003,-29840.6796
"56","7 29 40 58",2886.0000,0.9553,0.0003,-68050.8222
"40","7 29 56 58",2886.0000,0.9104,0.0003,-32481.3380
"7","29 40 56 58",2886.0000,0.9382,0.0003,-48228.4421
"29 36 60","66",2916.0000,0.9595,0.0003,-74616.0976
"29 60 66","36",2916.0000,0.9678,0.0003,-96229.6289
"29 36 66","60",2916.0000,1.0000,0.0003,Infinity
"36 60 66","29",2916.0000,0.9973,0.0003,-1162290.0000
"29 60","36 66",2916.0000,0.9298,0.0003,-41666.0364
"29 36","60 66",2916.0000,0.9455,0.0003,-55438.5714
"36 60","29 66",2916.0000,0.9554,0.0003,-67592.8235
"29 66","36 60",2916.0000,0.9678,0.0003,-94769.7216
"60 66","29 36",2916.0000,0.9652,0.0003,-88702.3143
"36 66","29 60",2916.0000,0.9973,0.0003,-1145842.5000
"29","36 60 66",2916.0000,0.9167,0.0003,-35087.0302
"60","29 36 66",2916.0000,0.9260,0.0003,-39396.2876
"36","29 60 66",2916.0000,0.9409,0.0003,-51006.4918
"66","29 36 60",2916.0000,0.9652,0.0003,-87407.6000
"7 58 60","66",2905.0000,0.9587,0.0003,-73204.8000
"58 60 66","7",2905.0000,0.9619,0.0003,-80752.1739
"7 60 66","58",2905.0000,0.9997,0.0003,-9281764.0000
"7 58 66","60",2905.0000,1.0000,0.0003,Infinity
"58 60","7 66",2905.0000,0.9228,0.0003,-37633.4979
"7 60","58 66",2905.0000,0.9584,0.0003,-72623.7222
"7 58","60 66",2905.0000,0.9447,0.0003,-54626.4706
"60 66","7 58",2905.0000,0.9616,0.0003,-80056.5000
"58 66","7 60",2905.0000,0.9619,0.0003,-79570.4348
"7 66","58 60",2905.0000,0.9997,0.0003,-9145182.0000
"60","7 58 66",2905.0000,0.9225,0.0003,-37478.2623
"58","7 60 66",2905.0000,0.9092,0.0003,-32005.0862
"7","58 60 66",2905.0000,0.9444,0.0003,-54306.6901
"66","7 58 60",2905.0000,0.9616,0.0003,-78884.5603
"29 60 62","40",2986.0000,0.9950,0.0003,-634011.2667
"29 40 62","60",2986.0000,0.9855,0.0003,-216782.7273
"40 60 62","29",2986.0000,0.9957,0.0003,-733601.5385
"29 40 60","62",2986.0000,0.9598,0.0003,-76132.3920
"29 62","40 60",2986.0000,0.9806,0.0003,-161178.5593
"60 62","29 40",2986.0000,0.9907,0.0003,-339505.5714
"29 60","40 62",2986.0000,0.9522,0.0003,-63639.8933
"40 62","29 60",2986.0000,0.9806,0.0003,-161797.8814
"29 40","60 62",2986.0000,0.9464,0.0003,-56248.6095
"40 60","29 62",2986.0000,0.9558,0.0003,-68909.1014
"62","29 40 60",2986.0000,0.9758,0.0003,-128602.7027
"29","40 60 62",2986.0000,0.9387,0.0003,-48905.8359
"60","29 40 62",2986.0000,0.9482,0.0003,-58517.3067
"40","29 60 62",2986.0000,0.9420,0.0003,-51684.7826
"7 40 52 58","34",2897.0000,0.9536,0.0003,-65478.5957
"7 34 40 58","52",2897.0000,0.9969,0.0003,-1028078.2222
"34 40 52 58","7",2897.0000,0.9634,0.0003,-84059.3182
"7 34 52 58","40",2897.0000,0.9921,0.0003,-402325.2174
"7 34 40 52","58",2897.0000,0.9997,0.0003,-9256212.0000
"7 40 58","34 52",2897.0000,0.9501,0.0003,-60779.4079
"40 52 58","7 34",2897.0000,0.9174,0.0003,-35439.7778
"7 52 58","34 40",2897.0000,0.9455,0.0003,-55335.4731
"7 40 52","34 58",2897.0000,0.9533,0.0003,-65017.4789
"34 40 58","7 52",2897.0000,0.9605,0.0003,-77655.6639
"7 34 58","40 52",2897.0000,0.9891,0.0003,-289055.6875
"7 34 40","52 58",2897.0000,0.9966,0.0003,-925298.1000
"34 52 58","7 40",2897.0000,0.9561,0.0003,-69462.1805
"34 40 52","7 58",2897.0000,0.9631,0.0003,-83302.6306
